X,Y,Record_ID,Store_Name,Store_Street_Address,Additonal_Address,City,State,Zip_Code,Zip4,County,Store_Type,Latitude,Longitude,Incentive_Program,Grantee_Name,ObjectId
-8515149.4527864,5192543.3740288,1345106,Mmnj Foods Inc.,15 N Main St,,Spencer,NY,14883,9100,TIOGA,Supermarket,42.210365,-76.492889,,,128580
-8839931.30294267,5173182.52874394,1345115,Dollar General 19335,5360 Route 474,,Ashville,NY,14710,9554,CHAUTAUQUA,Other,42.081413,-79.410454,,,128616
-8744638.92451687,5361273.4878092,1345117,Dollar General 19579,1895 Quaker Rd,,Barker,NY,14012,9539,NIAGARA,Other,43.323051,-78.554428,,,128628
-8395520.40728337,5170316.55496233,1345119,Dollar General 19634,16 Pine St,,Deposit,NY,13754,1324,DELAWARE,Other,42.062302,-75.418243,,,128633
-8256466.2219564,4950495.2684541,1345411,LIDL 1372,283 Platinum Ave,Ste 1,Staten Island,NY,10314,5998,RICHMOND,Super Store,40.579369,-74.169098,,,128634
-8497505.31349566,5195883.02136513,1345122,Dollar General 19746,97 Owego St,,Candor,NY,13743,    ,TIOGA,Other,42.232582,-76.334389,,,128644
-8230694.20136489,4990055.20672533,1344853,G W & L Food Corp/Fine Fare Fresh,4211 Broadway,Ste 17,New York,NY,10033,3781,NEW YORK,Super Store,40.848732,-73.937584,,,128673
-8231702.31067352,4980016.08864735,1318601,Prime Gourmet Market Inc.,1770 1st Ave,,New York,NY,10128,5274,NEW YORK,Grocery Store,40.780479,-73.94664,,,128676
-8231202.04088189,4988381.81785986,1318607,Frutera El Buen Camino Corp,3888 Broadway,,New York,NY,10032,1574,NEW YORK,Grocery Store,40.83736,-73.942146,,,128682
-8226373.78060771,4987280.70449735,1344890,1240 Deli Corp,1240 Union Ave,,Bronx,NY,10459,2218,BRONX,Convenience Store,40.829876,-73.898773,,,128716
-8226794.23432444,4998251.48468555,1345140,M.a.z.d. Corp/ European Gourmet,5622 Mosholu Ave,,Bronx,NY,10471,2411,BRONX,Grocery Store,40.904404,-73.90255,,,128719
-8232136.34536812,4986724.01570313,1344894,CVS Pharmacy 10827,3534 Broadway,,New York,NY,10031,5632,NEW YORK,Other,40.826092,-73.950539,,,128727
-8216312.16843236,4981926.39232714,1318709,CVS Pharmacy 11038,15253 10th Ave,153-01,Whitestone,NY,11357,1252,QUEENS,Other,40.793472,-73.808388,,,128798
-8233967.43967218,4983474.11090108,1318712,CVS Pharmacey 11075,2833 Broadway,,New York,NY,10025,2245,NEW YORK,Other,40.803997,-73.966988,,,128804
-8229808.32085716,4960111.6448326,1345213,AMG Retail I LLC 91,1149 Utica Ave,,Brooklyn,NY,11203,5318,KINGS,Convenience Store,40.644947,-73.929626,,,128809
-8642752.64737342,5341864.8523239,1345551,American Grocery & Deli Inc,1585 Dewey Ave,,Rochester,NY,14615,3437,MONROE,Convenience Store,43.196079,-77.639168,,,128813
-8239741.80429861,5150922.5593331,1318731,Kingston Farmers Market Foundation Inc.,272 Wall St,,Kingston,NY,12401,3818,ULSTER,Farmers and Markets,41.932827,-74.01886,,,128833
-8221750.23687711,4986686.94347608,1318733,Shoprite of Bruckner Blvd 102,1994 Bruckner Blvd,,Bronx,NY,10473,2501,BRONX,Super Store,40.82584,-73.857239,,,128839
-8237460.53397378,4955109.00697004,1318334,The Spot On 79th Corp.,7901 18th Ave,,Brooklyn,NY,11214,1703,KINGS,Convenience Store,40.61084,-73.998367,,,128846
-8455299.30779783,5179432.59777853,1344245,Kwik Fill 27,200 Harry L Dr,,Johnson City,NY,13790,1524,BROOME,Convenience Store,42.12307,-75.955246,,,128877
-8182261.9852275,5153927.89897174,1318772,J's Millerton Market Llc,123 Route 44,Unit 27,Millerton,NY,12546,5234,DUTCHESS,Convenience Store,41.952908,-73.50251,,,128879
-8498479.4703596,5336694.39224951,1344248,Kwik Fill 365,2371 W Genesee Rd,,Baldwinsville,NY,13027,9676,ONONDAGA,Convenience Store,43.162209,-76.34314,,,128883
-8217298.12516232,4977836.59646129,1318381,Hengtong Grocery Inc,3533 149th St,,Flushing,NY,11354,3740,QUEENS,Convenience Store,40.765652,-73.817245,,,128886
-8230153.18863963,4990335.4082333,1344259,Superduro Inc/Super Duro Supermarket,1460 Saint Nicholas Ave,,New York,NY,10033,4023,NEW YORK,Supermarket,40.850636,-73.932724,,,128888
-8236889.79894448,4953741.41566117,1345249,Bay 31 Supermarket Inc,2222 86th St,,Brooklyn,NY,11214,4108,KINGS,Supermarket,40.601513,-73.99324,,,128894
-8230827.56211486,4988421.10359669,1568380,Santo Entierro De Xalpatlahuac,2106 Amsterdam Ave,,New York,NY,10032,2440,NEW YORK,Convenience Store,40.837627,-73.938782,,,128903
-8224504.50371831,4963302.86351216,1344269,Cs Minimarket Inc.,773 New Lots Ave,,Brooklyn,NY,11208,3527,KINGS,Supermarket,40.666695,-73.881981,,,128914
-8228938.69299508,4985695.90206908,1318413,628 Morris Food Corp.,628 Morris Ave,,Bronx,NY,10451,4704,BRONX,Grocery Store,40.819103,-73.921814,,,128928
-8232833.53933896,4969391.33946364,1345009,AMP USA Corp - Dual East West Market,321 Broadway,,Brooklyn,NY,11211,7562,KINGS,Grocery Store,40.708168,-73.956802,,,128945
-8466808.18467298,5323677.28753001,1318431,Cliff's Local Market CN-0208097,6673 Kirkville Rd,,East Syracuse,NY,13057,    ,ONONDAGA,Convenience Store,43.076855,-76.058632,,,128956
-8228629.55876915,4989680.8324017,1345304,Featherbed Lane Grocery Corp,117A Featherbed Lane,,Bronx,NY,10452,    ,BRONX,Convenience Store,40.846188,-73.919037,,,128976
-8228683.88268066,4967759.66202205,1566106,276 Grill & Deli Inc,276 Wilson Ave,,Brooklyn,NY,11237,5138,KINGS,Convenience Store,40.697056,-73.919525,,,128993
-8233150.35460975,4969022.16183035,1357953,Williamsburg Bagel,73 Lee Ave,,Brooklyn,NY,11211,8840,KINGS,Specialty Store,40.705654,-73.959648,,,129004
-8216698.55838491,4969073.11750042,1179551,87th Road Mini Market Inc,14403 87th Rd,,Briarwood,NY,11435,3134,QUEENS,Grocery Store,40.706001,-73.811859,,,129073
-8229038.10130036,4965572.62506597,1280546,Shopper Stop And Deli Corp,218 Ralph Ave,,Brooklyn,NY,11233,4373,KINGS,Convenience Store,40.682159,-73.922707,,,129082
-8228071.5141618,4964019.37260328,1174134,Mama Winners African Market Inc.,379 Thomas S Boyland St,,Brooklyn,NY,11233,4734,KINGS,Other,40.671577,-73.914024,,,129155
-8728105.64242476,5312163.48154654,1282171,Pilot Travel Center 693,8484 Alleghany Rd,,Corfu,NY,14036,9739,GENESEE,Convenience Store,43.001259,-78.405907,,,129270
-8227624.00980881,4964232.19265877,1282555,Dollar Tree 5849,1709 Saint Marks Ave,,Brooklyn,NY,11233,4320,KINGS,Other,40.673027,-73.910004,,,129283
-8592109.73746836,5334457.34359427,1176140,Dutchland Foods LLC,3948 N Main St,,Marion,NY,14505,9203,WAYNE,Grocery Store,43.147549,-77.184235,,,129284
-8233569.91777055,4964789.36280582,1630141,Farm Fresh Deli Inc.,685 Washington Ave,,Brooklyn,NY,11238,4005,KINGS,Convenience Store,40.676823,-73.963417,,,129305
-8209273.10307103,4956736.96364451,1176148,CVS 2440,530 Burnside Ave,,Inwood,NY,11096,1237,NASSAU,Other,40.621941,-73.745155,,,129315
-8799577.65357164,5257120.84110936,1282241,Tops Markets 262,9049 Erie Rd,,Angola,NY,14006,9556,ERIE,Supermarket,42.63858,-79.047951,,,129377
-8221696.69220203,5272273.21167023,1282376,Dollar General 16872,1939 Central Ave,,Albany,NY,12205,4221,ALBANY,Other,42.738632,-73.856758,,,129395
-8227474.50773268,4984816.15582494,1282399,728 East Food Corp,728 E 149th St,,Bronx,NY,10455,4311,BRONX,Convenience Store,40.813122,-73.908661,,,129408
-8220040.5921375,5006117.69064456,1176161,CVS 10166,1703 Central Park Ave,,Yonkers,NY,10710,4901,WESTCHESTER,Other,40.95779,-73.841881,,,129473
-8637898.00437992,5339722.12944511,1282037,Brooklyn Mini Mart Inc,1259 North St,,Rochester,NY,14621,3841,MONROE,Grocery Store,43.182045,-77.595558,,,129491
-8623063.34639783,5327442.35034508,1176169,CVS 10284,1304 Fairport Rd,,Fairport,NY,14450,1310,MONROE,Other,43.101555,-77.462296,,,129496
-8227214.57672168,5055803.05143221,1282685,Family Dollar 10878,1723 Main St,,Peekskill,NY,10566,3118,WESTCHESTER,Other,41.293995,-73.906326,,,129502
-8476734.766306,5314114.603151,1412626,South Side Mart LLC,2625 Midland Ave,,Syracuse,NY,13205,1917,ONONDAGA,Convenience Store,43.014076,-76.147804,,,129507
-8233578.37805185,4953214.48866354,1409489,Gourmet Kosher Market Inc.,718 Avenue U,,Brooklyn,NY,11223,4134,KINGS,Grocery Store,40.597919,-73.963493,,,129514
-8232133.78501983,4969828.23235324,1594522,Great Tokyo Mart,517 Grand St,,Brooklyn,NY,11211,3951,KINGS,Grocery Store,40.711143,-73.950516,,,129535
-8237390.95929203,4954271.59673652,1174840,20th Ave Supermarket Inc,8504 20th Ave,,Brooklyn,NY,11214,3202,KINGS,Supermarket,40.605129,-73.997742,,,129545
-8235839.27690986,4951754.37153783,1635282,Habibi's Deli And Grill Inc,2436 Stillwell Ave,,Brooklyn,NY,11223,5803,KINGS,Convenience Store,40.587959,-73.983803,,,129562
-8638483.99017946,5343833.95345778,1174889,ALDI 78,2194 HUDSON AVE,,Irondequoit,NY,14617,3943,MONROE,Supermarket,43.208973,-77.600822,,,129616
-8638209.69895415,5336173.23098852,1647525,Izzys Express Mart,527 E Main St,,Rochester,NY,14604,2509,MONROE,Convenience Store,43.158794,-77.598358,,,129627
-8277323.3757099,5079022.54413365,1600601,Stewart's Shops 373,150 Crystal Run Rd,,Middletown,NY,10941,4029,ORANGE,Convenience Store,41.450523,-74.356461,,,129662
-8638345.62005241,5340357.53570619,1281409,Norton-Hudson Corp dba R & R Convenience,1129 Hudson Ave,,Rochester,NY,14621,3565,MONROE,Convenience Store,43.186207,-77.599579,,,129666
-8407458.19815655,5243768.78090738,1281556,ALDI 65064,6134 State Route 12,,Norwich,NY,13815,    ,CHENANGO,Supermarket,42.550282,-75.525482,,,129723
-8612038.48666865,5217624.49607917,1282117,Pilot Travel Center 322,7767 State Route 53,State Hwy,Bath,NY,14810,9574,STEUBEN,Convenience Store,42.377026,-77.363258,,,129729
-8240715.96116254,4958256.4970846,1175096,M Perricone LLC - Anthony's Butcher And Deli,7324 3rd Ave,,Brooklyn,NY,11209,2406,KINGS,Grocery Store,40.632301,-74.027611,,,129789
-8227451.57591757,4965339.22514346,1176325,Family Dollar 11160,294 MacDougal St,,Brooklyn,NY,11233,2807,KINGS,Other,40.680569,-73.908455,,,129791
-8212844.45497466,5290042.60317069,1175217,Stewart's Shop 447,418 Clifton Park Ctr Rd,,Clifton Park,NY,12065,4035,SARATOGA,Convenience Store,42.855759,-73.777237,,,129816
-8375572.95640863,5327394.62972514,1175277,Stewart's Shop 222,425 Court St,,Utica,NY,13502,4204,ONEIDA,Convenience Store,43.101242,-75.239052,,,129836
-8637991.4014327,5336803.20646107,1631215,Last Dance Market & Deli Inc 0,336 Scio St,,Rochester,NY,14605,2631,MONROE,Convenience Store,43.162922,-77.596397,,,129872
-8235882.58019178,4971923.68043384,1625510,East Village Deli Grocery Corp,89 Avenue A,AKA 440 E. 6thst,New York,NY,10009,6532,NEW YORK,Convenience Store,40.72541,-73.984192,,,129891
-8228998.13760317,4988143.8997558,1626258,Orlando 7 Corp,1190 Cromwell Ave,,Bronx,NY,10452,8738,BRONX,Convenience Store,40.835743,-73.922348,,,129897
-8224837.46031528,4962264.29730377,1281703,Dollar Tree 5848,817 Van Siclen Ave,,Brooklyn,NY,11207,7804,KINGS,Other,40.659618,-73.884972,,,129923
-8779841.59840992,5307394.02797944,1646988,The Vegan Pantry,3147 Delaware Ave,,Buffalo,NY,14217,2077,ERIE,Other,42.969917,-78.870659,,,129928
-8215160.45698062,4969229.95102716,1176040,Fahman Famous Deli Inc 1,16310 89th Ave,,Jamaica,NY,11432,5006,QUEENS,Grocery Store,40.707069,-73.798042,,,129957
-8249883.23254885,4949254.05954834,1627699,7 Eleven,2477 Hylan Blvd,,Staten Island,NY,10306,3127,RICHMOND,Convenience Store,40.5709,-74.109962,,,129962
-8240430.53798814,4956864.41352258,1637796,8325 Deli On 5th Corp,8325 5th Ave,,Brooklyn,NY,11209,4560,KINGS,Convenience Store,40.62281,-74.025047,,,129974
-8231103.52313254,4952970.68088845,1524282,Zazas Of Brooklyn Inc.,3602 Nostrand Ave,,Brooklyn,NY,11229,5203,KINGS,Convenience Store,40.596256,-73.941261,,,129992
-8246964.21286127,5028481.06534864,1524572,Monsey Glatt Kosher,190 Route 59,,Monsey,NY,10952,    ,ROCKLAND,Super Store,41.109329,-74.08374,,,130002
-8465773.69264504,5319058.24218104,1598312,Dewitt Farmer's Market,5400 Butternut Dr,,East Syracuse,NY,13057,8509,ONONDAGA,Farmers and Markets,43.046539,-76.049339,,,130069
-8227559.44450415,4992043.28102086,1633819,Z Deli & Grocery Corp.,202 W Fordham Rd,Frnt 3,Bronx,NY,10468,5520,BRONX,Convenience Store,40.86224,-73.909424,,,130118
-8228397.68026983,4967544.5628686,1525361,Ahehuete Deli & Grocery Corp,340 Wilson Ave,,Brooklyn,NY,11221,8001,KINGS,Convenience Store,40.695591,-73.916954,,,130125
-8765092.65643574,5299474.45463655,1525113,95 Nutrition 9,576 Dick Road,,Depew,NY,14043,    ,ERIE,Other,42.917839,-78.738167,,,130166
-8639883.7214567,5329457.81639099,1200625,Costco Wholesale 1195,335 Westfall Rd,,Rochester,NY,14620,4603,MONROE,Super Store,43.114773,-77.613396,,,130174
-8245951.873412,5024683.72502046,1595209,Threefold Community Farm,101 Ackertown Rd,,Monsey,NY,10952,5102,ROCKLAND,Farmers and Markets,41.083622,-74.074646,,,130186
-8242313.50717491,5030404.30635276,1203223,Huerto Del Eden II,210 N Main St,,Spring Valley,NY,10977,4020,ROCKLAND,Super Store,41.122345,-74.041962,,,130211
-8228028.21087988,4976024.66757633,1524647,H Mart LIC LLC,48-18 Northern Blvd,,Long Island City,NY,11101,    ,QUEENS,Super Store,40.753323,-73.913635,,,130300
-8237455.52459669,4962389.76469008,1524864,S L Produce & Meat Corp/Ideal Food Basket,760 4th Ave,,Brooklyn,NY,11232,1413,KINGS,Supermarket,40.660473,-73.998322,,,130319
-8219628.71002157,4994641.57583972,1202538,T Famous Gourmet Deli Corp,3431 Baychester Ave,,Bronx,NY,10469,2603,BRONX,Grocery Store,40.87989,-73.838181,,,130340
-8445397.32777228,5317648.11794642,1599234,Chittenango Tuesdays In The Park,406 Ny 13,,Chittenango,NY,13037,    ,MADISON,Farmers and Markets,43.037281,-75.866295,,,130345
-8224753.30278024,4992847.27989779,1524678,Sami Convenience Store Inc,384 Bedford Park Blvd,,Bronx,NY,10458,2415,BRONX,Convenience Store,40.867702,-73.884216,,,130349
-8547623.35200163,5170151.17032466,1643471,Smileys Quick Stop 2,1412 Maple Ave,,Elmira,NY,14904,3008,CHEMUNG,Convenience Store,42.061199,-76.784607,,,130350
-8744573.57997578,5290124.75664581,1525143,Alden Express Inc,11615 Clinton St,,Alden,NY,14004,8715,ERIE,Convenience Store,42.8563,-78.553841,,,130351
-8282076.05004983,5118078.60219979,1649331,Tops Markets 530,100 Tops Market Boulevard,,Ellenville,NY,12428,    ,ULSTER,Supermarket,41.712959,-74.399155,,,130354
-8213483.98544927,5017896.17460873,1524349,K&E Apple Farm Corp,37 Tarrytown Rd,,White Plains,NY,10607,1620,WESTCHESTER,Supermarket,41.037647,-73.782982,,,130355
-8252147.47099159,4959093.66124387,1525172,Heberton Food Corp,69 Heberton Ave,,Staten Island,NY,10302,1418,RICHMOND,Convenience Store,40.638008,-74.130302,,,130413
-8524074.82691922,5302881.24903469,1491719,Lucky 7 Mini Mart,213 State St,,Auburn,NY,13021,1110,CAYUGA,Convenience Store,42.940247,-76.573067,,,130454
-8199774.54488012,5014196.35539502,1201151,El Mercado Hispano Corp,548 Willett Ave,,Port Chester,NY,10573,3130,WESTCHESTER,Grocery Store,41.012573,-73.659828,,,130477
-8233649.73384545,4959561.48924151,1524382,Deli Grill Vape And Conveniences Inc.,1510 Cortelyou Rd,,Brooklyn,NY,11226,5608,KINGS,Convenience Store,40.641197,-73.964134,,,130527
-8228119.9381403,4986450.09646155,1525190,Y N Campus Gourmet Deli Inc,386 E 161st St,,Bronx,NY,10451,4122,BRONX,Convenience Store,40.82423,-73.914459,,,130531
-8236272.42104854,4955715.37125401,1524885,Adamh 20th Ave Inc,6722 20th Ave,,Brooklyn,NY,11204,4501,KINGS,Convenience Store,40.614975,-73.987694,,,130533
-8213956.98196565,4977628.47723622,1525207,Kna Meat & Produce Corp/Food Universe Marketplace,3509 Francis Lewis Blvd,,Flushing,NY,11358,1955,QUEENS,Super Store,40.764236,-73.787231,,,130570
-8228034.22213239,5128697.81385484,1202647,Dollar General 15147,1049 Violet Ave,,Hyde Park,NY,12538,1680,DUTCHESS,Other,41.78413,-73.913689,,,130589
-8261819.35362967,5090203.79041123,1204827,Dollar General 15087,1170 SR 17K,,Montgomery,NY,12549,    ,ORANGE,Other,41.525764,-74.217186,,,130598
-8229823.68294689,4966099.63027472,1583646,Majesty Deli & Convenience,220 Malcolm X Blvd,,Brooklyn,NY,11221,2112,KINGS,Convenience Store,40.685749,-73.929764,,,130601
-8231096.7326436,4976353.69676699,1658281,Dhakaya Restaurant,3944 21st St,,Long Island City,NY,11101,6895,QUEENS,Restaurant Meals Program,40.755562,-73.9412,,,130607
-8238404.96853367,4959138.40393972,1524727,Taste Of Sea Inc,5502 8th Ave,,Brooklyn,NY,11220,3980,KINGS,Other,40.638313,-74.006851,,,130610
-8222371.06567726,5002815.3379491,1525292,Yonkers Midland Mini Marmet Inc.,827 Midland Ave,,Yonkers,NY,10704,1010,WESTCHESTER,Convenience Store,40.935383,-73.862816,,,130654
-8642713.57423215,5338404.89101924,1525298,B S G Mini Mart Inc,480 Dewey Ave,,Rochester,NY,14613,2513,MONROE,Convenience Store,43.173416,-77.638817,,,130656
-8159741.0503646,4999488.7686628,1597506,7 Eleven Store #41326a,9 Fort Salonga Rd,,Northport,NY,11768,1430,SUFFOLK,Convenience Store,40.912804,-73.300201,,,130664
-8196542.16082595,4968783.54010701,1641365,West End Deli,136 Front St,,Hempstead,NY,11550,3619,NASSAU,Convenience Store,40.704029,-73.630791,,,130669
-8234959.40765463,4980233.81469602,1525343,Green Park Deli Inc,102 W 79th St,,New York,NY,10024,6420,NEW YORK,Grocery Store,40.78196,-73.975899,,,130681
-8170663.94144022,4991713.13371515,1594220,7 Eleven Store #38533b,733 Park Ave,,Huntington,NY,11743,3911,SUFFOLK,Convenience Store,40.859997,-73.398323,,,130684
-8238052.53102582,5025861.30730789,1657726,DOLLARTREE 11045,123 Rockland Ctr,,Nanuet,NY,10954,2956,ROCKLAND,Other,41.091595,-74.003685,,,130705
-8229499.18663123,4974607.57334154,1648093,McDonald's #2955,3802 Queens Blvd,,Long Island City,NY,11101,1728,QUEENS,Restaurant Meals Program,40.743679,-73.926849,,,130711
-8147551.12084477,4980421.11296662,1524453,Magic Meat Market Ny Inc.,865 Lowell Ave,,Central Islip,NY,11722,3820,SUFFOLK,Grocery Store,40.783234,-73.190697,,,130789
-8246926.92083186,4958949.31243179,1525465,Fish Market Ary Inc,81 Brook St,,Staten Island,NY,10301,2978,RICHMOND,Grocery Store,40.637024,-74.083405,,,130800
-8235188.72580567,4972001.67907532,1525467,Park View Deli Corp,392 E 10th St,Ste 1,New York,NY,10009,9200,NEW YORK,Convenience Store,40.725941,-73.977959,,,130806
-8229747.20645671,4991158.98826902,1524964,El Economico 99 & Up Corp,600 W 192nd St,Apt 1,New York,NY,10040,3207,NEW YORK,Convenience Store,40.856232,-73.929077,,,130815
-8228126.72862923,4977698.58470024,1525474,Al Dar Halal Market Corp,2832 Steinway St,,Astoria,NY,11103,3332,QUEENS,Grocery Store,40.764713,-73.91452,,,130821
-8226626.03057385,4959948.20871776,1524971,Jalapeno Brothers Market,1498 Rockaway Pkwy,,Brooklyn,NY,11236,3714,KINGS,Grocery Store,40.643833,-73.901039,,,130825
-8228207.43526006,4987538.90471928,1525486,Corner Fresh Market Corp,1133 Morris Ave,,Bronx,NY,10456,4760,BRONX,Convenience Store,40.831631,-73.915245,,,130831
-8220946.73279256,4998175.63250731,1204977,Edward Food Inc Fine Fare,4725 White Plains Rd,,Bronx,NY,10470,1116,BRONX,Supermarket,40.903889,-73.850021,,,130838
-8228508.10920469,4986320.49503227,1524794,Amazing Deli Market Corp.,299 E 158th St,,Bronx,NY,10451,4325,BRONX,Convenience Store,40.823349,-73.917946,,,130873
-8233535.96532586,4954519.98236116,1524795,Daniel's Farm Corp,920 Kings Hwy,,Brooklyn,NY,11223,2337,KINGS,Grocery Store,40.606823,-73.963112,,,130874
-8233761.05333625,4959493.27210214,1570410,Brooklyn's Finest Deli & Grill Corp.,1402 Cortelyou Rd,,Brooklyn,NY,11226,5606,KINGS,Convenience Store,40.640732,-73.965134,,,130889
-8213317.56281053,4999192.54267608,1525015,Nfm Gourmet Deli,231 North Ave,,New Rochelle,NY,10801,6404,WESTCHESTER,Grocery Store,40.910793,-73.781487,,,130904
-8232326.59037788,4969679.90686445,1525019,Hooper Garden Food Corp,381 Hooper St,,Brooklyn,NY,11211,8777,KINGS,Grocery Store,40.710133,-73.952248,,,130912
-8235149.6526644,5416620.40730088,1524840,Dollar General 21795,3254 State Route 28,,North Creek,NY,12853,2105,WARREN,Other,43.683678,-73.977608,,,130917
-8329542.5696046,5146205.36189201,1615315,Pecks Market of Livingston Manor 615,29 Main St,,Livingston Manor,NY,12758,5147,SULLIVAN,Super Store,41.901295,-74.825554,,,130924
-8173052.1897957,4991492.94359948,1525537,Shoprite Of Huntington #813 813,839 New York Ave,,Huntington,NY,11743,4432,SUFFOLK,Super Store,40.858501,-73.419777,,,130933
-8246700.94226555,4957065.3447763,1524509,Add African Market Inc,195 Broad St,,Staten Island,NY,10304,2057,RICHMOND,Grocery Store,40.62418,-74.081375,,,130938
-8228007.83941307,4965051.37290629,1525033,Somers Deli Grocery Corp,3 Somers St,,Brooklyn,NY,11233,2702,KINGS,Convenience Store,40.678608,-73.913452,,,130941
-8463027.88608513,5177532.55167521,1525542,Byrne Dairy Endwell 143,3100 Watson Blvd,,Endicott,NY,13760,3532,BROOME,Convenience Store,42.110409,-76.024673,,,130947
-8266421.74665703,5066960.80216152,1591291,Rise & Root Farm NAFMNP,168 Meadow Ave,,Chester,NY,10918,1242,ORANGE,Farmers and Markets,41.369259,-74.25853,,,130948
-8247596.17361051,5216574.83906469,1525075,Lawyer's General Store,2351 Route 145,,East Durham,NY,12423,1620,GREENE,Convenience Store,42.37006,-74.089417,,,130971
-8776812.92902391,5305089.15126171,1524533,Apple Tree Gas & Groceries Inc,523 Starin Ave,,Buffalo,NY,14216,2027,ERIE,Convenience Store,42.954765,-78.843452,,,130975
-8229850.84490264,5281396.8222054,979177,Speedway 7587,229 S Brandywine Ave,,Schenectady,NY,12307,1614,SCHENECTADY,Convenience Store,42.798798,-73.930008,,,131007
-8224843.36024829,5276042.53013332,979185,Speedway 7590,2222 Central Ave,,Schenectady,NY,12304,4301,ALBANY,Convenience Store,42.763496,-73.885025,,,131009
-8215747.33333608,5269593.73701842,979192,Speedway 7647,156 Wolf Rd,,Albany,NY,12205,5995,ALBANY,Convenience Store,42.720951,-73.803314,,,131014
-8230118.34563902,5292132.80530034,979193,Speedway 7652,246 Saratoga Rd,,Schenectady,NY,12302,4519,SCHENECTADY,Convenience Store,42.869522,-73.932411,,,131016
-8226346.61865196,4991945.54565572,1315642,Fordham Of The Bronx Deli Inc,152 E 188th St,,Bronx,NY,10468,5403,BRONX,Convenience Store,40.861576,-73.898529,,,131017
-8457651.04336033,5179656.9786507,979210,Speedway 7656,709 Harry L Dr,,Johnson City,NY,13790,1117,BROOME,Convenience Store,42.124565,-75.976372,,,131020
-8216682.41705874,4951702.47981081,1315724,Mualla Deli Corp,8610 Rockaway Beach Blvd,,Rockaway Beach,NY,11693,1607,QUEENS,Convenience Store,40.587605,-73.811714,,,131033
-8236960.37550164,4976570.01855631,1315778,Hells Kitchen Deli Food Corp/Hell's Kitchen Deli,535 9th Ave,,New York,NY,10018,1322,NEW YORK,Convenience Store,40.757034,-73.993874,,,131051
-8639897.30243457,5339163.09325211,1315884,Family Dollar 12125,1055 N Clinton Ave,,Rochester,NY,14621,4407,MONROE,Other,43.178383,-77.613518,,,131074
-8217399.20325996,4969526.88431202,1315904,Green Valley Food Corp,13854 84th Dr,,Jamaica,NY,11435,1840,QUEENS,Grocery Store,40.709091,-73.818153,,,131083
-8639064.96660191,5334428.81171925,1315946,Shop Smart Market Inc.,439 South Ave,,Rochester,NY,14620,1009,MONROE,Convenience Store,43.147362,-77.606041,,,131091
-8278060.53337794,5078232.3041333,1316027,Crystal Run Sunoco Inc,2 Ben Gilman Way,,Middletown,NY,10941,    ,ORANGE,Convenience Store,41.445202,-74.363083,,,131107
-8233296.40578167,4969579.60486346,1316084,American Choice Gourmet Deli Corp,218 Broadway,,Brooklyn,NY,11211,6203,KINGS,Convenience Store,40.70945,-73.96096,,,131123
-8216432.72744089,5255703.20180472,979304,Joe's Kwik Mart 463,146 Delaware Ave,,Delmar,NY,12054,1302,ALBANY,Convenience Store,42.629211,-73.809471,,,131125
-8188948.50176149,4979793.51619211,980266,Speedway 7655,60 Jericho Tpke,,Jericho,NY,11753,1004,NASSAU,Convenience Store,40.778965,-73.562576,,,131128
-8238466.19425361,4974575.10189836,1316594,Manhattan Farmers Market Llc,448 W 16th St,,New York,NY,10011,7008,NEW YORK,Grocery Store,40.743458,-74.007401,,,131138
-8208586.03917386,4962421.02172777,1316611,June Fish Inc,14365 243rd St,,Rosedale,NY,11422,2339,QUEENS,Specialty Store,40.660686,-73.738983,,,131141
-8215633.56481649,4969242.28635505,1316639,Maa Supermarket Inc.,8781 Parsons Blvd,,Jamaica,NY,11432,3839,QUEENS,Grocery Store,40.707153,-73.802292,,,131146
-8776151.35729012,5295752.54051121,1316672,Broadway Seafood Llc,999 Broadway St,,Buffalo,NY,14212,1369,ERIE,Specialty Store,42.893349,-78.837509,,,131168
-8782274.81983968,5298729.34552786,1316709,Hampshire Save More Market Inc,250 Hampshire St,,Buffalo,NY,14213,1822,ERIE,Convenience Store,42.912937,-78.892517,,,131174
-8202257.0808443,5273383.96048569,1316724,4 Corner Convenience Inc,2901 6th Ave,,Troy,NY,12180,1318,RENSSELAER,Convenience Store,42.74596,-73.682129,,,131176
-8229319.18301461,5281462.66645169,1316775,Afghan Halal Meat Market And Bakery,1225 State St,,Schenectady,NY,12304,2611,SCHENECTADY,Grocery Store,42.799232,-73.925232,,,131185
-8780495.60041833,5316820.84661573,1316852,GJJ Enterprise Of NT LLC - The Vegan Grocery Store,342 Oliver St,,North Tonawanda,NY,14120,7228,NIAGARA,Grocery Store,43.031849,-78.876534,,,131202
-8571402.86502744,5321216.03148353,1316921,Kwik Fill 044,1 Forgham St,,Lyons,NY,14489,1307,WAYNE,Convenience Store,43.060703,-76.998222,,,131212
-8507214.48816316,5268410.10738112,1316922,Kwik Fill 351,160 Main St,,Moravia,NY,13118,    ,CAYUGA,Convenience Store,42.713139,-76.421608,,,131213
-8509775.94964632,5382946.39785664,1316923,NK Gas And Foodmart Inc - Red's Scriba Market,5670 State Route 104,,Oswego,NY,13126,6394,OSWEGO,Convenience Store,43.464523,-76.444618,,,131214
-8525320.71466018,5300172.04114029,1316932,Kwik Fill 352,302 Genesee St,,Auburn,NY,13021,3147,CAYUGA,Convenience Store,42.922428,-76.584259,,,131219
